asv,2694-01-POC08UTR,2694-02-POC09UTR,2694-03-POC11UTR,2694-04-POC12UTR,2694-05-POC13UTR,2694-06-POC14UTR,2694-07-POC28UTR,2694-08-POC29UTR,2694-09-POC35UTR,2694-10-POC36UTR,2694-11-POC05UTR,2694-12-POC06UTR,2694-13-POC07UTR,2694-14-POC15UTR,2694-15-POC16UTR,2694-16-POC17UTR,2694-17-POC18UTR,2694-18-POC19UTR,2694-19-POC21UTR,2694-20-POC34UTR,2694-21-POC49BS,2694-22-POC06PT,2694-23-POC45BS,2694-24-POC50BS,2694-25-POC52BS,2694-26-POC53BS,2694-27-POC54BS,2694-28-POC57BS,2694-29-POC58BS,2694-30-POC59BS,2694-31-POC01PT,2694-32-POC03PT,2694-33-POC07PT,2694-34-POC12PT,2694-35-POC13PT,2694-36-POC14PT,2694-37-POC15PT,2694-38-POC47BS,2694-39-POC60BS,2694-40-POC61BS,2694-41-Col1PcapH,2694-42-POC17VEN,2694-43-Col2PdamH,2694-44-Col3PcapH,2694-45-Col3PdamH,2694-46-Col4PdamH,2694-47-Col5PcapH,2694-48-Col5PdamH,2694-49-POC52AZU,2694-50-COL4Pcap,2694-51-Col1PdamH,2694-52-Col4PcapH,2694-53-COL1Pdam,2694-54-COL2Pdam,2694-55-POC04PB,2694-56-POC04PIZ,2694-57-POC05PB,2694-58-POC07PIZ,2694-59-COL4Pdam,2694-60-POC19VEN
asv0091,0,0,0,0,0,0,0,0,0,0,589,842,637,589,110,253,274,415,680,741,0,0,0,0,0,0,0,0,0,0,67,0,465,165,471,56,138,0,0,0,0,0,0,0,0,106,0,0,0,0,118,0,358,172,0,0,310,192,258,0
asv0092,0,0,0,0,0,0,0,0,0,0,658,766,664,602,94,297,275,426,649,644,0,0,0,0,0,0,0,0,0,0,82,0,486,177,486,0,111,0,0,0,0,0,0,0,0,109,0,0,0,0,128,0,387,187,0,0,322,156,233,0
asv0093,140,267,0,0,89,0,0,320,648,0,0,0,0,0,92,0,0,0,0,0,137,381,465,317,47,0,53,68,0,0,249,45,109,130,408,70,94,412,28,65,317,0,74,272,286,344,364,109,0,0,308,281,0,0,512,148,100,51,0,69
asv0094,0,0,0,0,0,0,0,0,0,0,537,727,554,547,0,270,292,535,559,609,0,0,0,0,0,0,0,0,0,0,87,0,528,209,514,56,80,0,0,0,0,0,0,0,0,126,0,0,0,0,137,0,357,162,0,70,362,205,327,0
asv0095,0,0,0,0,0,0,38,0,0,0,635,820,603,530,78,225,214,518,654,711,0,0,0,0,0,0,0,0,0,0,82,0,464,160,391,106,77,0,0,0,0,0,0,0,0,77,0,0,0,0,124,0,337,194,0,41,304,143,241,0
asv0096,263,480,204,145,198,192,0,115,272,0,0,0,0,0,198,126,0,0,258,177,209,270,97,229,0,1652,235,283,147,0,250,230,0,0,0,0,0,223,0,131,193,0,0,93,288,0,64,0,0,0,0,0,0,0,112,0,0,306,0,0
asv0097,167,57,0,397,546,0,468,56,85,77,0,0,0,0,0,401,0,0,0,69,92,70,65,617,67,0,0,76,0,0,256,153,78,149,126,27,109,221,0,225,344,0,54,339,383,282,476,262,0,0,327,327,0,0,0,132,0,0,0,0
asv0098,0,0,0,0,0,0,73,0,0,0,594,747,625,543,73,221,251,467,614,635,0,0,0,0,0,0,0,0,0,0,63,0,450,182,433,53,93,0,0,0,0,0,0,0,0,86,0,0,0,0,113,0,339,156,0,59,282,143,227,0
asv0099,136,54,0,428,512,0,473,64,77,85,0,0,0,0,0,377,0,0,0,63,119,57,66,610,0,0,0,0,0,0,239,126,74,150,162,48,107,207,0,198,327,0,38,345,432,281,463,262,0,0,300,364,0,0,0,120,0,0,0,33
asv0100,0,0,0,0,0,0,52,0,0,0,544,631,541,493,0,299,277,497,506,535,0,0,0,0,0,0,0,0,0,0,117,0,471,186,538,0,80,0,0,0,0,0,0,0,0,118,0,0,0,0,115,0,340,150,0,68,335,187,301,0
asv0101,0,0,0,0,0,0,0,0,0,0,596,840,621,497,81,199,205,387,639,610,0,0,0,0,0,0,0,0,0,0,59,0,496,139,358,0,86,0,0,0,0,0,0,0,0,71,0,0,0,0,123,0,309,144,0,0,311,132,208,0
asv0102,217,499,191,125,173,160,0,186,267,0,0,0,0,0,112,104,0,0,219,150,88,170,136,231,0,1559,113,236,189,0,0,199,221,192,0,0,0,205,0,123,190,0,0,144,370,75,0,0,0,0,0,0,0,0,0,0,0,133,0,0
asv0103,153,52,0,384,470,0,439,68,74,60,0,0,0,0,0,382,0,0,0,54,92,91,39,546,0,0,0,0,0,0,199,146,54,127,136,54,95,204,0,165,297,0,35,312,397,246,415,252,0,0,305,339,0,0,64,95,0,0,0,0
asv0104,0,0,0,0,0,0,0,0,0,0,482,585,489,452,0,231,240,457,495,538,0,0,0,0,0,0,0,0,0,0,99,0,475,178,476,0,67,0,0,0,0,0,0,0,0,93,0,0,0,0,121,0,342,142,0,92,315,157,314,0
asv0105,0,0,0,0,0,0,0,0,0,0,505,543,497,396,0,262,259,497,515,495,0,0,0,0,0,0,0,0,0,0,81,0,519,163,433,70,74,0,0,0,0,0,0,0,0,93,0,0,0,0,115,0,367,154,0,51,317,140,253,0
asv0106,165,74,0,321,614,0,385,58,87,62,0,0,0,0,0,314,0,0,0,56,114,104,44,534,0,0,0,0,0,0,181,132,89,112,98,0,89,140,0,174,313,0,0,381,475,241,424,308,0,0,305,251,0,0,0,84,0,0,0,0
asv0107,111,481,94,114,189,193,0,0,312,178,0,0,0,0,0,133,0,0,292,179,91,0,105,241,0,1789,0,255,186,128,0,0,0,124,0,0,0,182,0,144,259,0,0,95,325,166,139,83,0,0,0,0,0,0,0,0,0,0,0,0
asv0108,146,520,153,130,175,156,0,0,283,85,0,0,0,0,87,117,0,0,259,136,133,0,85,215,0,1644,0,242,183,193,0,94,0,0,0,0,0,174,0,121,229,0,0,89,284,190,179,175,0,0,0,0,0,0,0,0,0,0,0,0
asv0109,0,0,0,0,0,0,0,0,0,0,473,530,461,426,0,251,227,433,460,482,0,0,0,0,0,0,0,0,0,0,121,0,496,172,404,42,66,0,0,0,0,0,0,0,0,82,0,0,0,0,92,0,307,162,0,75,271,147,279,0
asv0110,0,0,0,0,0,0,63,0,0,0,464,566,465,454,0,240,235,396,439,523,0,0,0,0,0,0,0,0,0,0,75,0,437,199,421,0,66,0,0,0,0,0,0,0,0,103,0,0,0,0,94,0,337,154,0,0,270,154,270,0
asv0111,0,0,0,181,0,205,0,110,218,450,221,112,0,250,118,170,0,171,0,0,0,98,774,0,0,0,0,0,0,988,0,368,0,0,0,0,176,0,0,170,230,0,98,136,0,138,139,0,0,0,0,121,126,0,0,136,102,231,107,0
asv0112,0,0,0,0,0,0,0,0,0,0,461,500,440,459,0,227,261,467,465,445,0,0,0,0,0,0,0,0,0,0,64,0,419,171,378,25,75,0,0,0,0,0,0,0,0,90,0,0,0,0,110,0,291,162,0,57,300,133,266,0
asv0113,0,0,0,0,0,0,0,0,0,0,440,609,411,405,0,208,237,470,426,486,0,0,0,0,0,0,0,0,0,0,75,0,456,176,382,0,66,0,0,0,0,0,0,0,0,80,0,0,0,0,86,0,293,131,0,49,286,127,264,0
asv0114,450,0,155,0,0,310,182,180,0,407,31,74,180,86,86,336,189,188,0,0,66,46,0,0,0,97,0,0,202,0,0,0,76,0,60,0,257,63,792,0,0,99,60,0,82,104,81,0,325,146,69,93,0,129,0,0,0,220,104,0
asv0115,0,0,0,218,356,0,0,472,0,0,0,0,0,0,1062,0,0,0,0,0,166,0,209,169,2077,239,0,0,0,124,0,99,0,0,0,0,0,0,0,0,0,150,0,0,0,0,98,0,140,0,0,0,0,0,266,0,0,166,0,0
asv0116,0,0,0,0,0,0,0,0,0,0,486,569,448,417,54,185,174,392,490,551,0,0,0,0,0,0,0,0,0,0,55,0,332,152,335,67,75,0,0,0,0,0,0,0,0,79,0,0,0,0,78,0,249,125,0,25,263,122,210,0
asv0117,0,0,0,0,0,0,0,0,0,0,440,567,437,438,53,199,208,408,513,501,0,0,0,0,0,0,0,0,0,0,54,0,373,148,334,55,93,0,0,0,0,0,0,0,0,60,0,0,0,0,81,0,279,125,0,0,258,119,176,0
asv0118,466,0,134,0,0,329,184,165,0,372,0,78,141,0,69,266,189,159,66,116,82,51,0,0,0,86,0,0,193,0,0,154,78,0,0,79,226,0,684,80,0,0,57,78,0,107,55,0,345,122,0,95,162,0,131,0,78,155,78,0
asv0119,0,0,0,0,0,72,0,130,0,483,134,0,198,198,167,156,0,0,0,62,0,144,782,0,164,0,0,0,0,1022,197,355,0,0,0,0,61,0,0,129,0,0,91,0,152,113,54,0,0,0,0,165,108,189,90,0,111,141,114,0
asv0120,0,0,0,0,0,0,0,0,0,0,447,606,486,378,0,211,240,421,402,421,0,0,0,0,0,0,0,0,0,0,0,0,485,122,327,0,55,0,0,0,0,0,0,0,0,62,0,0,0,0,87,0,287,137,0,0,243,128,226,0
asv0121,0,0,0,0,335,0,0,516,0,0,0,0,0,0,1066,0,0,0,0,0,208,0,233,55,2209,305,0,0,0,221,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,33,112,0,0,0,0,0,0,0,0,0,100,101
asv0122,0,0,0,0,0,0,36,0,0,0,439,523,447,411,55,169,182,366,439,474,0,0,0,0,0,0,0,0,0,0,67,0,342,111,299,63,74,0,0,0,0,0,0,0,0,82,0,0,0,0,70,0,268,109,0,34,236,122,193,0
asv0123,0,0,0,0,0,0,0,0,0,0,465,629,464,386,44,161,158,315,491,432,0,0,0,0,0,0,0,0,0,0,29,0,366,115,246,0,67,0,0,0,0,0,0,0,0,71,0,0,0,0,58,0,244,117,0,63,200,102,166,0
asv0124,429,0,136,0,0,294,164,141,0,392,0,75,138,78,106,276,204,133,0,0,42,41,0,0,0,71,40,33,176,0,0,0,76,0,0,0,241,0,690,0,172,88,66,0,0,89,0,0,282,136,59,134,0,0,145,0,0,159,58,0
asv0125,0,0,0,0,23,87,0,166,0,395,223,0,113,215,163,118,0,0,0,0,58,121,621,0,61,0,0,0,0,894,0,352,0,0,0,0,81,0,0,185,0,0,93,0,69,125,63,0,0,0,0,185,159,89,243,0,190,114,102,0
asv0126,0,0,0,0,354,0,0,494,0,0,0,0,0,0,921,0,0,0,0,0,178,0,182,80,2013,269,0,0,0,168,0,101,0,0,0,0,0,0,0,0,146,0,0,0,0,0,182,0,125,0,0,0,0,0,0,0,0,0,55,0
asv0127,0,0,0,0,0,0,0,0,0,0,395,514,484,405,59,179,162,292,459,469,0,0,0,0,0,0,0,0,0,0,46,0,328,111,285,37,69,0,0,0,0,0,0,0,0,75,0,0,0,0,59,0,242,92,0,0,211,90,148,0
asv0128,0,0,0,0,0,167,0,138,72,452,115,0,0,192,96,105,0,216,0,0,0,133,594,0,143,0,0,0,0,857,0,377,0,0,0,0,119,0,0,120,93,0,156,0,0,153,0,0,193,0,0,143,123,0,0,0,0,113,95,0
asv0129,0,0,0,157,0,0,151,143,0,117,0,0,0,0,0,0,0,0,114,0,140,0,0,0,0,239,0,207,0,0,0,146,0,0,0,0,0,103,0,164,1083,0,0,803,115,382,413,99,0,0,91,161,0,0,0,0,0,0,0,0
asv0130,389,0,124,0,0,324,160,186,0,340,0,63,159,0,51,247,153,182,119,0,46,0,0,0,0,72,0,0,165,0,0,0,101,0,0,0,228,0,542,0,0,0,0,0,0,99,0,0,355,150,0,80,0,71,45,0,0,220,85,0
asv0131,354,0,142,0,43,259,187,157,0,332,0,63,157,0,74,283,152,121,0,0,80,49,0,0,0,82,0,92,159,0,0,0,85,0,0,0,231,0,742,0,0,0,0,0,0,79,67,0,286,130,31,92,0,0,0,0,0,168,45,0
asv0132,0,0,107,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,129,0,0,0,0,256,0,108,0,0,0,62,0,0,0,0,0,231,0,157,1138,0,151,734,105,373,366,126,0,0,152,246,0,0,0,0,41,0,0,0
asv0133,389,0,133,0,0,313,189,149,0,355,0,95,145,0,67,236,160,176,0,0,76,49,0,0,0,0,0,0,182,115,0,67,0,0,0,48,219,0,622,0,0,0,0,0,68,99,0,0,303,129,0,67,0,0,0,0,0,141,69,0
asv0134,0,0,0,0,320,0,0,449,0,0,0,0,0,0,887,0,0,0,0,0,141,0,173,0,1936,272,0,0,0,96,0,95,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,69,0,0,0,0,0,118,0,0,0,0,0
asv0135,128,325,0,95,135,138,0,59,216,0,0,0,0,0,57,100,0,0,192,136,123,98,60,183,0,1212,95,218,135,0,0,65,0,53,0,0,0,167,0,96,180,0,0,69,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0136,82,321,78,152,161,107,0,67,215,0,0,0,0,0,54,96,0,0,126,119,58,109,124,162,0,1191,86,146,107,0,0,65,0,231,0,0,0,147,0,84,139,0,0,75,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0137,0,0,225,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,132,0,0,0,0,280,0,114,0,0,0,0,0,0,0,0,0,0,0,154,1118,0,0,843,116,323,398,132,0,0,152,144,0,0,0,0,0,0,0,0
asv0138,368,0,170,0,0,237,154,157,0,359,48,51,119,0,105,268,174,174,62,0,0,0,62,0,0,78,0,0,148,0,0,35,74,0,0,0,215,0,555,0,0,0,0,21,0,95,0,43,295,147,0,73,0,0,0,0,0,135,64,0
asv0139,80,0,597,152,138,56,375,203,357,252,0,185,218,101,168,115,113,89,232,0,0,0,0,0,0,112,0,99,148,0,0,224,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0140,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,405,0,112,0,132,98,405,1308,0,0,0,0,0,181,90,0,147,141,0,67,572,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0141,359,0,103,0,0,266,140,138,0,327,22,61,111,65,84,241,135,114,0,0,53,84,0,0,0,0,0,52,164,0,0,0,0,0,0,38,210,0,543,0,62,0,0,0,0,68,0,0,265,109,0,59,0,0,49,0,0,155,93,0
asv0142,201,0,0,211,109,0,128,238,0,0,0,0,0,0,114,0,0,0,0,0,165,0,215,0,206,145,75,0,0,0,120,104,0,0,0,0,0,325,102,198,274,0,141,144,124,119,178,0,0,0,0,86,0,0,171,233,0,0,0,0
asv0143,0,162,0,180,103,0,136,0,80,0,0,0,0,0,160,158,0,0,0,0,0,174,213,0,0,0,120,192,0,0,131,104,0,254,158,0,0,373,149,0,257,0,79,151,157,107,108,0,64,0,0,97,0,0,0,101,0,149,0,0
asv0144,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,1086,103,0,0,91,0,0,0,0,0,0,685,188,201,160,370,111,100,0,279,0,0,0,145,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0145,160,375,0,91,175,119,0,0,166,0,0,0,0,0,0,118,0,0,180,147,110,0,0,170,0,1212,0,140,142,0,0,0,0,0,0,0,0,125,0,79,160,0,0,106,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0146,79,341,92,90,155,139,0,0,196,0,0,0,0,0,0,101,0,0,187,104,62,0,67,154,0,1223,0,190,111,76,0,0,0,0,0,0,0,149,0,111,163,0,0,76,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0147,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,76,96,0,125,133,365,1332,0,0,0,0,0,0,111,0,99,130,0,158,580,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0148,0,0,142,1365,160,0,410,0,0,0,0,0,0,143,0,0,0,0,133,85,0,0,0,146,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,141,172,0,85,0,0,0,392,180,0,0,0,0,0,0,0,0
asv0149,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,144,0,0,0,0,292,0,107,0,0,0,0,0,0,0,0,0,0,0,126,1033,0,0,792,107,349,345,75,0,0,93,112,0,0,0,0,0,0,0,0
asv0150,0,0,139,1392,91,0,346,0,0,0,0,0,0,86,0,0,0,0,138,79,0,0,0,172,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,166,195,123,171,0,0,0,373,0,0,0,0,0,0,0,0,0
asv0151,0,0,0,0,241,0,0,333,0,0,212,0,0,0,740,0,0,0,0,0,111,0,134,47,1453,205,0,0,0,72,0,69,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,104,0,0,0,0,0,75,0,0,0,0,0
asv0152,318,0,114,0,0,226,141,125,0,305,0,51,104,0,58,219,129,143,0,0,62,72,0,0,0,115,0,0,161,0,0,59,63,0,0,0,192,0,471,56,0,0,0,0,0,68,0,0,254,97,0,0,0,30,0,0,0,144,50,0
asv0153,288,0,120,0,0,237,146,124,0,278,0,82,116,62,56,245,147,137,0,0,46,0,0,0,0,73,0,0,137,0,0,0,0,0,0,0,180,0,494,0,0,0,0,0,68,71,46,0,213,107,0,96,0,0,39,0,31,115,0,0
asv0154,0,342,0,79,128,100,0,0,165,0,0,0,0,0,0,106,0,0,171,106,0,0,54,144,0,1188,0,171,103,0,0,0,0,109,0,0,0,119,0,131,143,0,0,160,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0155,72,307,112,147,152,0,166,0,0,88,0,0,0,0,207,67,0,0,0,194,94,0,206,0,0,0,125,0,0,0,115,119,0,0,59,0,0,356,128,0,229,0,59,156,144,106,88,0,0,0,0,136,0,0,0,113,0,0,0,0
asv0156,0,0,0,123,237,0,0,320,0,0,0,0,0,0,745,0,0,0,0,0,116,0,146,140,1390,177,0,0,0,47,0,66,0,0,0,0,0,0,0,0,0,21,0,0,0,0,83,0,48,0,0,0,0,0,86,0,0,0,0,0
asv0157,0,0,0,0,236,0,0,338,0,0,0,0,0,0,788,0,0,0,0,0,176,0,155,0,1590,221,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
asv0158,0,0,98,1249,66,0,334,59,0,73,0,0,160,0,0,0,0,0,125,83,0,0,0,154,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,86,121,97,0,0,0,0,332,0,0,0,0,170,0,0,0,0
asv0159,0,0,0,0,235,0,0,366,0,0,0,0,0,0,685,0,0,0,0,0,156,0,167,0,1482,222,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,117,0,0,0,0,0,0
asv0160,159,71,0,0,0,0,0,0,0,0,179,0,0,585,0,180,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,101,0,92,188,0,413,188,761,241,0
asv0161,0,0,158,1279,103,0,365,0,0,0,0,0,0,104,0,0,0,0,101,83,0,0,0,144,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,111,97,138,158,0,0,0,299,0,0,60,0,0,0,0,0,0
asv0162,253,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,67,0,0,113,53,349,1077,0,0,0,0,0,177,88,0,0,136,0,108,527,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0163,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,1021,0,0,220,87,0,0,0,0,0,0,615,182,115,0,347,103,84,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0
asv0164,180,0,27,164,112,0,104,127,0,0,0,0,0,0,115,0,0,0,0,0,237,0,172,130,0,0,130,0,0,71,90,89,0,0,0,0,0,338,64,75,272,0,119,139,148,162,87,0,0,0,129,61,0,0,0,98,0,0,0,0
asv0165,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,170,0,107,144,410,1065,0,0,0,0,0,0,85,0,87,133,0,0,542,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0166,0,0,0,43,267,0,0,372,0,0,0,0,0,0,575,0,0,0,0,0,104,0,108,56,1419,184,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,131
asv0167,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,1109,54,0,0,93,0,0,0,0,0,0,611,172,243,66,298,87,132,0,0,0,0,0,132,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0168,0,0,0,0,0,0,49,86,0,358,0,0,45,170,142,78,0,0,0,0,0,61,612,0,134,0,0,0,0,732,0,272,0,0,0,0,0,0,0,102,0,0,62,0,0,97,0,0,110,0,0,148,0,0,47,0,0,0,73,0
asv0169,0,0,0,0,0,78,0,91,0,339,0,0,0,149,84,89,0,0,0,0,0,73,531,0,0,0,0,0,0,706,0,251,0,0,0,0,69,0,0,57,55,0,89,0,0,93,58,0,36,0,0,104,69,0,70,0,96,0,101,0
asv0170,0,0,0,100,0,0,75,0,0,0,0,0,0,0,0,0,0,0,74,0,104,0,0,0,0,188,0,96,0,0,0,0,0,0,0,0,0,0,0,131,822,0,0,599,90,268,332,59,0,0,136,164,0,0,0,0,0,0,0,0
asv0171,0,84,0,0,0,82,0,80,0,299,0,0,0,147,107,130,0,96,0,0,0,107,502,0,47,0,0,0,0,693,0,237,0,0,0,0,66,0,0,57,0,0,61,0,0,71,34,0,0,0,196,83,0,0,0,0,0,0,51,0
asv0172,176,201,0,0,0,0,0,0,0,0,70,0,0,530,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,102,0,55,84,0,414,210,741,262,0
asv0173,0,0,0,0,278,0,0,354,0,0,0,0,0,0,681,0,0,0,0,0,113,0,135,0,1310,212,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
asv0174,0,316,0,92,99,98,0,0,171,0,0,0,0,0,0,91,0,0,163,104,0,0,116,124,0,905,0,145,96,0,0,0,0,50,0,0,0,124,0,67,134,0,0,54,190,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0175,0,0,0,141,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,206,0,150,0,0,0,86,0,0,0,0,0,0,0,104,824,0,0,576,68,263,324,84,0,0,80,90,0,0,0,0,0,0,0,0
asv0176,0,0,0,120,208,0,0,231,0,0,0,0,0,0,544,0,0,0,0,0,124,0,116,75,1071,112,0,0,0,90,0,67,0,0,0,0,0,0,0,0,0,71,0,0,0,0,41,0,60,0,0,0,0,0,126,0,0,86,0,0
asv0177,96,180,0,0,113,0,0,0,0,0,62,0,0,445,0,84,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,153,0,204,126,0,425,149,544,205,0
asv0178,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,980,0,0,0,133,0,0,0,132,0,0,606,157,0,0,341,82,123,0,0,0,0,0,113,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0179,0,0,0,0,189,0,0,275,0,0,0,0,0,0,693,0,0,0,0,0,105,0,136,0,1165,177,0,0,0,62,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,42
asv0180,209,87,0,0,0,0,0,0,0,0,83,0,0,491,23,79,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,74,0,0,97,0,361,166,628,231,0
asv0181,0,0,0,74,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,88,0,0,0,65,177,0,128,0,0,0,0,0,0,0,0,93,0,0,92,809,0,0,540,94,260,288,59,0,0,74,98,0,0,0,0,0,0,0,0
asv0182,95,0,538,116,0,177,390,119,0,0,172,0,0,212,171,155,167,82,0,0,0,216,0,0,0,0,54,0,169,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0183,139,0,129,0,0,0,198,0,187,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,223,200,290,185,71,0,0,0,0,154,0,0,0,58,343,117,0,166,0,0,141,0,0,0,0,0,0,0,0,0,178,0,0,51,0,0
asv0184,0,0,0,0,0,33,0,68,0,267,66,0,101,156,76,80,0,0,0,0,0,95,383,0,77,0,0,0,0,541,0,192,0,0,0,0,33,0,0,47,0,0,46,0,88,68,24,0,0,0,0,56,66,93,51,0,56,90,81,0
asv0185,94,148,0,0,0,0,0,0,0,0,0,0,0,441,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,219,0,135,180,0,359,179,597,220,0
asv0186,0,0,0,0,208,0,0,216,0,0,0,0,0,0,486,0,0,0,0,0,117,0,101,23,1105,154,0,0,0,138,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,87,0,0,0,0,0,0,0,0,0,74,48
asv0187,0,0,0,0,0,0,0,128,88,283,96,0,0,144,75,80,0,0,0,0,0,57,458,0,0,0,0,0,0,632,0,223,0,0,0,0,0,0,0,99,0,0,0,0,0,78,113,0,0,0,0,79,0,49,0,80,0,59,66,0
asv0188,226,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,89,0,268,978,0,0,0,0,0,90,79,0,71,124,0,0,429,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0189,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,51,76,0,245,898,0,180,0,0,0,0,61,0,49,83,0,55,460,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0190,0,0,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,72,713,0,0,648,148,207,268,62,0,0,64,70,0,0,0,0,0,0,0,0
asv0191,520,0,0,0,0,220,0,151,0,126,0,0,0,0,0,0,0,0,104,0,0,85,0,161,114,166,0,0,0,0,0,112,0,0,0,0,0,165,0,120,100,0,0,0,188,0,102,122,0,0,0,163,0,0,0,0,0,0,0,0
asv0192,120,0,553,71,0,78,366,224,144,0,0,0,143,132,0,194,106,90,0,209,0,0,0,64,0,0,0,0,135,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0193,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,87,0,82,83,262,937,0,0,0,0,0,0,76,0,0,113,0,43,457,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
asv0194,129,0,97,0,0,0,193,0,0,0,177,0,0,0,99,116,0,0,0,73,85,0,0,234,189,175,261,160,95,0,0,0,0,110,0,0,0,87,282,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
asv0195,73,128,0,0,0,0,0,0,0,0,64,0,0,452,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,163,0,0,110,0,347,162,639,217,0
